EmployeeNumber,Age,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,BusinessTravel,OverTime,MonthlyIncome,PercentSalaryHike,StockOptionLevel,DistanceFromHome,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,JobInvolvement,PerformanceRating,StandardHours,EmployeeCount,Over18,Attrition
896,22,Male,Married,2,Marketing,Sales,Sales Representative,1,Travel_Rarely,No,9410,14,0,2,3,16,16,3,1,0,1,4,1,3,4,4,4,80,1,Y,No
897,31,Female,Married,4,Life Sciences,Sales,Sales Representative,1,Travel_Rarely,No,9741,23,0,16,3,5,5,1,0,4,0,1,4,2,3,2,4,80,1,Y,Yes
898,28,Male,Single,1,Life Sciences,Human Resources,Manager,4,Travel_Rarely,No,20000,12,2,4,4,5,5,4,3,1,4,1,3,1,3,3,3,80,1,Y,No
899,38,Male,Married,5,Medical,Sales,Sales Representative,2,Travel_Rarely,No,1259,20,1,1,2,10,10,6,2,2,4,2,3,3,2,3,3,80,1,Y,No
900,42,Female,Divorced,3,Life Sciences,Sales,Manager,3,Non-Travel,No,2822,11,0,3,3,14,0,0,0,0,2,1,2,2,3,2,3,80,1,Y,No
901,43,Male,Divorced,3,Other,Sales,Sales Executive,1,Travel_Rarely,No,14594,20,1,12,3,17,17,8,3,0,6,3,3,3,3,4,3,80,1,Y,No
902,45,Male,Married,5,Life Sciences,Sales,Manager,1,Travel_Rarely,Yes,1668,19,0,29,1,6,1,1,0,1,6,3,3,1,3,2,3,80,1,Y,No
903,49,Female,Single,3,Human Resources,Sales,Sales Representative,2,Travel_Rarely,No,14396,17,1,2,1,28,28,8,3,10,5,3,4,2,4,3,4,80,1,Y,No
904,42,Male,Single,5,Human Resources,Research & Development,Research Scientist,2,Non-Travel,Yes,5369,19,0,2,2,9,9,4,0,0,5,2,4,4,3,4,3,80,1,Y,No
905,53,Male,Single,5,Life Sciences,Research & Development,Manager,1,Non-Travel,No,5488,23,1,7,4,10,10,1,1,7,2,4,3,3,4,2,3,80,1,Y,No
906,38,Female,Married,5,Life Sciences,Human Resources,Human Resources,1,Travel_Frequently,No,2280,25,1,15,3,10,7,2,2,2,2,1,3,3,1,3,3,80,1,Y,No
907,35,Male,Single,4,Marketing,Research & Development,Manager,1,Travel_Rarely,No,3749,12,0,12,2,4,4,4,1,4,4,2,4,4,4,3,3,80,1,Y,No
908,42,Female,Single,2,Life Sciences,Research & Development,Manager,2,Travel_Rarely,No,14022,20,2,7,2,5,5,0,0,0,4,3,3,3,3,4,3,80,1,Y,No
909,35,Male,Married,3,Medical,Sales,Sales Representative,4,Travel_Rarely,No,4776,23,3,8,6,12,0,0,0,0,1,4,1,4,2,4,3,80,1,Y,No
910,53,Female,Single,3,Life Sciences,Research & Development,Manager,2,Travel_Rarely,No,3764,15,0,2,3,17,6,3,0,6,2,2,1,3,1,3,3,80,1,Y,No
911,47,Male,Married,5,Life Sciences,Research & Development,Laboratory Technician,3,Travel_Frequently,No,6269,25,1,5,2,10,6,0,0,6,3,1,4,2,2,3,3,80,1,Y,Yes
912,43,Female,Divorced,3,Life Sciences,Sales,Sales Representative,1,Travel_Rarely,No,4379,25,1,2,1,19,15,3,3,2,6,3,2,2,3,4,3,80,1,Y,No
913,38,Female,Married,1,Life Sciences,Research & Development,Laboratory Technician,3,Travel_Rarely,No,6045,12,1,19,6,16,4,0,0,4,1,1,4,3,1,4,3,80,1,Y,No
914,33,Male,Married,4,Medical,Research & Development,Manufacturing Director,1,Travel_Rarely,No,2951,20,3,1,6,4,0,0,0,0,3,1,2,2,3,3,3,80,1,Y,No
915,43,Female,Married,3,Other,Research & Development,Manufacturing Director,2,Travel_Rarely,Yes,4692,17,1,10,1,27,2,2,2,0,6,3,3,2,2,3,3,80,1,Y,No
916,26,Male,Married,3,Life Sciences,Research & Development,Manager,1,Travel_Rarely,No,3345,19,1,2,2,13,7,2,0,1,0,2,3,2,4,3,3,80,1,Y,Yes
917,50,Female,Single,5,Medical,Sales,Sales Executive,2,Travel_Rarely,No,1665,13,1,5,8,14,1,1,1,0,2,2,1,2,3,4,3,80,1,Y,No
918,35,Female,Single,3,Medical,Human Resources,Human Resources,4,Travel_Rarely,No,6562,24,1,3,6,3,2,1,1,2,1,3,4,1,2,3,3,80,1,Y,No
919,39,Male,Single,3,Life Sciences,Research & Development,Research Scientist,2,Travel_Rarely,No,2344,11,1,3,1,12,12,3,1,12,5,4,3,1,2,2,3,80,1,Y,No
920,28,Male,Married,3,Medical,Sales,Sales Executive,4,Non-Travel,No,4452,14,0,2,1,6,6,0,0,3,6,4,3,2,4,3,3,80,1,Y,No
921,43,Male,Divorced,3,Marketing,Human Resources,Manager,4,Travel_Rarely,No,8566,14,1,12,4,18,4,4,4,4,1,2,3,2,4,3,3,80,1,Y,No
922,32,Male,Divorced,2,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,No,2000,21,1,4,2,24,2,2,0,2,0,2,1,3,3,3,3,80,1,Y,No
923,42,Male,Single,3,Marketing,Human Resources,Manager,2,Travel_Rarely,Yes,7064,16,0,11,2,13,9,7,0,1,0,2,3,2,3,4,3,80,1,Y,No
924,43,Male,Divorced,1,Marketing,Research & Development,Manager,4,Travel_Rarely,No,4105,15,0,5,4,11,2,0,0,1,0,2,1,4,4,3,4,80,1,Y,No
925,31,Male,Married,3,Life Sciences,Research & Development,Manufacturing Director,1,Travel_Frequently,No,2752,22,0,7,0,18,9,3,3,2,6,3,2,4,4,2,3,80,1,Y,Yes
926,26,Female,Divorced,3,Medical,Sales,Sales Executive,3,Travel_Rarely,Yes,16543,23,0,7,0,22,0,0,0,0,1,3,4,3,1,2,4,80,1,Y,No
927,50,Male,Single,3,Life Sciences,Sales,Sales Executive,4,Travel_Rarely,No,4913,15,1,29,1,13,13,0,0,7,4,3,3,3,3,3,3,80,1,Y,No
928,35,Male,Single,3,Marketing,Research & Development,Research Scientist,3,Non-Travel,No,3495,19,0,4,3,24,4,0,0,1,3,2,4,3,3,2,3,80,1,Y,No
929,39,Male,Married,3,Medical,Research & Development,Healthcare Representative,3,Travel_Frequently,No,3077,23,1,2,5,7,4,4,1,2,5,2,3,1,2,4,3,80,1,Y,Yes
930,41,Female,Divorced,2,Life Sciences,Sales,Sales Representative,4,Travel_Rarely,No,8338,21,1,21,0,19,6,6,1,5,5,3,2,4,4,2,3,80,1,Y,No
931,25,Female,Single,2,Technical Degree,Sales,Sales Representative,3,Travel_Rarely,No,3404,11,2,1,2,6,6,2,0,0,3,2,3,2,3,3,3,80,1,Y,No
932,41,Male,Single,4,Medical,Research & Development,Manufacturing Director,2,Travel_Rarely,No,7738,18,0,16,0,19,0,0,0,0,5,3,4,4,3,1,4,80,1,Y,No
933,37,Female,Divorced,4,Marketing,Human Resources,Manager,1,Travel_Frequently,No,4907,18,3,1,3,9,9,2,2,0,0,3,1,3,2,3,3,80,1,Y,No
934,31,Female,Divorced,3,Life Sciences,Research & Development,Healthcare Representative,3,Travel_Rarely,No,9601,21,0,9,1,19,2,2,0,2,5,3,4,2,2,3,3,80,1,Y,No
935,26,Female,Single,3,Marketing,Sales,Sales Executive,4,Travel_Rarely,No,2629,18,1,1,2,16,16,2,1,5,4,3,3,3,1,3,3,80,1,Y,No
936,42,Male,Married,3,Medical,Sales,Manager,2,Travel_Rarely,No,2858,23,1,23,2,11,11,2,0,1,4,3,1,3,4,3,3,80,1,Y,No
937,47,Male,Single,4,Technical Degree,Sales,Sales Representative,2,Travel_Rarely,No,4152,22,0,7,1,21,2,2,1,2,0,2,3,1,2,1,4,80,1,Y,No
938,38,Male,Married,3,Medical,Human Resources,Human Resources,2,Travel_Frequently,No,4364,24,0,3,5,11,11,5,1,1,2,1,2,3,1,3,3,80,1,Y,No
939,24,Male,Married,5,Life Sciences,Sales,Sales Executive,4,Non-Travel,No,3972,23,0,1,6,20,3,3,3,0,1,3,2,3,1,3,3,80,1,Y,No
940,27,Female,Married,3,Life Sciences,Research & Development,Manager,1,Travel_Rarely,No,20000,13,1,4,1,12,0,0,0,0,6,2,4,3,3,3,4,80,1,Y,No
941,33,Male,Married,3,Technical Degree,Sales,Sales Representative,3,Travel_Rarely,No,16948,20,0,10,5,22,22,0,0,8,2,3,4,2,3,1,3,80,1,Y,No
942,51,Female,Married,3,Medical,Research & Development,Manufacturing Director,4,Travel_Rarely,No,5880,18,3,4,5,7,7,2,0,0,6,3,4,2,4,4,3,80,1,Y,No
943,34,Male,Married,3,Other,Research & Development,Healthcare Representative,1,Travel_Frequently,No,6311,12,0,2,4,40,4,0,0,1,6,4,4,4,4,2,3,80,1,Y,No
944,32,Male,Married,4,Life Sciences,Research & Development,Healthcare Representative,5,Travel_Frequently,No,4264,18,3,7,5,29,3,2,1,3,4,4,4,3,3,4,3,80,1,Y,No
945,21,Female,Married,3,Marketing,Sales,Sales Representative,5,Non-Travel,No,2617,22,0,4,1,9,2,2,2,1,0,1,4,3,3,2,3,80,1,Y,No
946,31,Female,Married,3,Medical,Sales,Sales Representative,4,Non-Travel,No,4406,18,0,1,2,27,27,4,1,0,1,4,1,4,3,3,3,80,1,Y,No
947,25,Female,Single,3,Medical,Sales,Sales Executive,2,Travel_Rarely,No,7806,25,0,1,1,20,1,0,0,1,3,3,3,2,3,3,3,80,1,Y,Yes
948,27,Male,Married,3,Marketing,Human Resources,Manager,2,Travel_Frequently,No,10757,24,2,11,4,2,2,1,1,2,5,3,1,3,3,3,3,80,1,Y,No
949,38,Female,Married,2,Life Sciences,Human Resources,Manager,3,Travel_Rarely,Yes,8932,13,1,29,2,16,4,0,0,4,4,1,3,4,3,3,4,80,1,Y,No
950,33,Male,Married,4,Medical,Research & Development,Laboratory Technician,2,Travel_Rarely,No,1986,14,0,2,4,18,4,0,0,0,1,4,4,4,3,1,3,80,1,Y,Yes
951,52,Female,Married,5,Medical,Research & Development,Research Scientist,1,Travel_Rarely,No,4131,19,0,13,2,13,4,2,0,3,1,1,2,2,1,3,4,80,1,Y,No
952,46,Male,Single,3,Life Sciences,Research & Development,Manager,4,Travel_Rarely,No,2035,23,0,1,2,22,1,1,1,0,2,4,3,2,3,1,3,80,1,Y,No
953,31,Female,Married,4,Medical,Sales,Manager,3,Travel_Frequently,No,9910,25,1,4,1,12,1,0,0,1,3,1,3,3,1,3,3,80,1,Y,No
954,28,Female,Married,5,Medical,Human Resources,Manager,1,Travel_Rarely,No,3837,19,0,6,2,19,2,0,0,0,2,3,1,2,2,4,3,80,1,Y,No
955,49,Female,Divorced,3,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Frequently,No,4777,20,1,2,1,17,17,4,0,0,2,2,2,4,2,3,3,80,1,Y,No
956,51,Female,Married,5,Life Sciences,Research & Development,Research Scientist,3,Travel_Rarely,No,6555,23,1,6,1,0,0,0,0,0,2,2,3,2,3,3,3,80,1,Y,Yes
957,18,Female,Single,3,Marketing,Research & Development,Manufacturing Director,4,Travel_Rarely,Yes,20000,19,2,19,2,18,9,7,0,0,2,1,2,2,2,1,3,80,1,Y,No
958,37,Male,Married,3,Life Sciences,Sales,Manager,2,Travel_Rarely,No,5773,20,1,26,3,21,9,0,0,1,4,2,3,1,2,3,3,80,1,Y,No
959,34,Female,Divorced,1,Life Sciences,Sales,Sales Representative,1,Travel_Rarely,No,4260,16,0,1,1,11,11,7,0,11,3,1,3,3,2,2,3,80,1,Y,No
960,42,Male,Married,4,Medical,Research & Development,Laboratory Technician,3,Travel_Rarely,No,2334,11,3,2,4,15,15,3,2,15,2,3,3,4,2,1,3,80,1,Y,No
961,54,Male,Married,4,Life Sciences,Sales,Manager,2,Travel_Rarely,Yes,11792,18,0,29,2,17,2,1,0,0,6,3,1,3,4,2,3,80,1,Y,Yes
962,32,Female,Married,3,Medical,Research & Development,Research Scientist,1,Travel_Frequently,Yes,4407,23,0,2,4,13,1,1,0,1,4,4,3,4,4,4,3,80,1,Y,No
963,18,Female,Married,3,Life Sciences,Sales,Manager,2,Travel_Rarely,No,13283,19,1,10,2,13,4,1,0,3,6,3,1,2,4,4,3,80,1,Y,No
964,42,Male,Single,4,Technical Degree,Research & Development,Research Scientist,2,Travel_Rarely,Yes,9541,25,0,2,1,12,2,2,0,2,5,1,4,1,3,4,3,80,1,Y,Yes
965,49,Male,Married,4,Life Sciences,Sales,Sales Executive,2,Travel_Frequently,Yes,3722,18,0,3,2,19,9,0,0,9,4,2,2,4,4,4,3,80,1,Y,No
966,34,Male,Divorced,1,Life Sciences,Research & Development,Healthcare Representative,3,Travel_Rarely,Yes,2131,25,0,1,3,13,7,7,0,5,1,2,4,4,3,3,4,80,1,Y,No
967,30,Female,Divorced,4,Medical,Research & Development,Manufacturing Director,2,Travel_Rarely,No,5787,23,0,17,5,14,14,0,0,5,1,4,3,4,2,2,3,80,1,Y,No
968,33,Male,Married,2,Life Sciences,Sales,Sales Representative,4,Travel_Rarely,No,3398,11,0,19,3,0,0,0,0,0,0,4,4,4,3,3,3,80,1,Y,No
969,44,Male,Divorced,4,Technical Degree,Research & Development,Manufacturing Director,4,Travel_Rarely,Yes,5032,22,0,3,4,17,17,1,0,2,4,2,2,3,3,3,3,80,1,Y,No
970,32,Male,Married,3,Marketing,Research & Development,Manufacturing Director,3,Travel_Rarely,Yes,9222,16,0,15,3,18,2,2,2,2,6,1,2,2,3,3,3,80,1,Y,No
971,39,Male,Married,1,Marketing,Research & Development,Research Scientist,1,Travel_Rarely,No,1822,19,1,3,6,8,4,4,0,1,0,4,2,4,4,3,4,80,1,Y,No
972,37,Female,Married,2,Life Sciences,Human Resources,Manager,4,Travel_Rarely,No,5760,19,1,1,3,18,4,4,0,0,4,4,1,2,3,3,3,80,1,Y,No
973,36,Female,Single,3,Technical Degree,Research & Development,Manager,4,Travel_Rarely,Yes,7752,17,1,12,3,9,9,0,0,0,2,4,4,3,3,3,4,80,1,Y,No
974,43,Male,Married,4,Medical,Sales,Sales Representative,2,Travel_Rarely,No,7981,17,1,8,3,3,3,1,1,0,2,4,2,3,2,3,3,80,1,Y,No
975,32,Male,Married,1,Life Sciences,Sales,Sales Representative,2,Travel_Rarely,No,2168,14,1,2,2,20,20,6,6,0,0,3,4,2,4,3,3,80,1,Y,No
976,33,Female,Divorced,4,Life Sciences,Sales,Manager,2,Non-Travel,No,6320,17,2,2,2,16,16,1,0,1,2,1,4,4,1,1,3,80,1,Y,No
977,44,Female,Married,5,Marketing,Research & Development,Healthcare Representative,1,Travel_Rarely,No,10118,20,2,29,3,25,14,4,3,1,2,3,1,1,4,2,3,80,1,Y,No
978,28,Male,Married,4,Human Resources,Sales,Manager,2,Travel_Rarely,No,6038,15,1,17,2,28,0,0,0,0,6,3,3,4,3,4,3,80,1,Y,No
979,29,Male,Married,3,Life Sciences,Research & Development,Research Scientist,1,Travel_Frequently,No,4585,21,0,14,5,19,13,4,4,2,1,3,2,3,3,3,3,80,1,Y,No
980,25,Female,Single,3,Technical Degree,Research & Development,Healthcare Representative,1,Travel_Frequently,No,9737,20,1,1,5,10,10,0,0,1,2,3,2,3,2,4,3,80,1,Y,Yes
981,44,Female,Married,1,Technical Degree,Research & Development,Healthcare Representative,2,Travel_Frequently,No,3240,15,1,12,1,4,0,0,0,0,1,2,2,3,3,3,3,80,1,Y,No
982,36,Female,Married,2,Life Sciences,Research & Development,Research Scientist,4,Non-Travel,No,1962,11,1,2,3,0,0,0,0,0,3,2,4,2,4,3,3,80,1,Y,Yes
983,25,Male,Single,5,Marketing,Sales,Manager,4,Travel_Rarely,No,4357,12,1,29,1,12,0,0,0,0,4,2,3,3,1,4,3,80,1,Y,No
984,44,Female,Married,1,Life Sciences,Sales,Manager,5,Travel_Rarely,No,6775,19,0,1,3,23,0,0,0,0,1,1,3,3,2,2,3,80,1,Y,No
985,32,Female,Married,5,Technical Degree,Research & Development,Manufacturing Director,2,Travel_Rarely,No,9166,12,0,3,3,17,5,5,3,0,5,3,2,3,1,4,3,80,1,Y,No
986,29,Female,Married,1,Medical,Research & Development,Healthcare Representative,2,Travel_Rarely,Yes,6756,20,2,5,3,25,25,13,0,2,5,4,3,2,3,3,4,80,1,Y,No
987,35,Female,Divorced,2,Medical,Research & Development,Laboratory Technician,3,Travel_Rarely,No,8115,21,1,15,4,22,4,4,3,2,1,4,2,1,2,4,3,80,1,Y,No
988,50,Male,Married,2,Technical Degree,Research & Development,Research Scientist,3,Travel_Rarely,Yes,9202,22,0,13,2,20,5,2,0,1,1,2,2,2,3,4,3,80,1,Y,Yes
989,33,Female,Married,4,Life Sciences,Sales,Manager,1,Travel_Frequently,No,4009,12,0,4,4,24,24,6,0,0,5,3,2,3,4,3,3,80,1,Y,No
990,42,Male,Married,3,Technical Degree,Research & Development,Manager,2,Travel_Rarely,Yes,4497,25,1,7,5,19,2,2,2,2,4,1,2,1,4,4,4,80,1,Y,No
991,43,Female,Single,2,Life Sciences,Research & Development,Manufacturing Director,4,Travel_Rarely,No,10639,19,0,16,4,13,13,0,0,0,4,3,3,4,4,3,3,80,1,Y,No
992,40,Female,Single,3,Marketing,Research & Development,Research Scientist,1,Travel_Rarely,Yes,2377,13,0,1,2,5,5,3,0,5,4,2,2,3,3,2,3,80,1,Y,Yes
993,48,Female,Single,5,Medical,Sales,Sales Executive,1,Travel_Rarely,No,6358,12,0,14,2,20,5,5,0,5,5,2,4,4,2,4,3,80,1,Y,No
994,30,Male,Single,3,Marketing,Research & Development,Manager,2,Travel_Frequently,No,3197,17,0,26,0,17,2,2,2,2,2,4,1,4,2,4,3,80,1,Y,No
995,27,Male,Single,1,Medical,Research & Development,Healthcare Representative,4,Non-Travel,No,9510,22,0,1,4,5,5,5,2,0,1,3,3,2,2,2,3,80,1,Y,No
996,27,Male,Single,1,Technical Degree,Sales,Sales Representative,1,Travel_Frequently,No,4862,19,1,1,5,3,0,0,0,0,4,1,1,4,1,4,3,80,1,Y,Yes
997,35,Male,Single,4,Life Sciences,Human Resources,Manager,3,Travel_Rarely,No,4937,21,0,3,5,10,10,2,1,1,3,2,1,3,3,3,4,80,1,Y,No
998,28,Male,Married,3,Life Sciences,Sales,Sales Executive,1,Non-Travel,No,13867,23,0,1,0,16,2,2,0,1,5,3,4,4,4,1,3,80,1,Y,No
999,38,Female,Divorced,5,Life Sciences,Human Resources,Human Resources,2,Travel_Rarely,No,2576,16,1,5,2,15,15,9,0,7,4,2,4,4,3,3,3,80,1,Y,No
1000,37,Male,Divorced,3,Marketing,Research & Development,Research Scientist,2,Travel_Frequently,No,5594,22,1,11,1,8,3,0,0,1,6,4,3,1,4,4,3,80,1,Y,No
1001,46,Male,Single,1,Medical,Sales,Manager,1,Travel_Rarely,No,4411,17,0,7,1,7,1,1,1,1,6,3,4,3,2,3,3,80,1,Y,No
1002,39,Female,Married,3,Medical,Research & Development,Healthcare Representative,5,Travel_Rarely,No,6764,23,1,1,2,8,8,3,2,7,0,3,4,3,3,3,4,80,1,Y,No
1003,33,Female,Divorced,3,Technical Degree,Human Resources,Human Resources,3,Non-Travel,No,15640,23,3,9,5,18,1,1,0,0,0,3,3,3,4,4,3,80,1,Y,No
1004,40,Male,Single,3,Technical Degree,Research & Development,Laboratory Technician,2,Travel_Rarely,Yes,3418,13,2,10,3,9,9,2,0,3,1,2,4,2,3,4,3,80,1,Y,No
1005,27,Male,Divorced,5,Life Sciences,Research & Development,Manufacturing Director,1,Travel_Frequently,No,2396,21,1,24,1,24,24,4,0,3,1,2,2,2,2,2,4,80,1,Y,No
1006,36,Male,Married,3,Medical,Research & Development,Research Scientist,2,Travel_Rarely,No,3024,13,1,1,3,10,10,10,0,2,1,2,3,3,4,3,3,80,1,Y,No
1007,39,Male,Divorced,3,Life Sciences,Research & Development,Manufacturing Director,4,Travel_Frequently,No,4274,25,0,10,3,7,0,0,0,0,6,3,4,3,3,2,3,80,1,Y,No
1008,38,Female,Divorced,2,Technical Degree,Research & Development,Manufacturing Director,1,Non-Travel,No,5107,18,1,21,3,26,6,0,0,6,6,2,1,4,4,3,3,80,1,Y,No
1009,40,Female,Married,2,Technical Degree,Sales,Manager,2,Travel_Rarely,No,5264,17,1,6,3,12,8,0,0,2,2,4,4,4,2,4,3,80,1,Y,No
1010,31,Female,Married,3,Technical Degree,Research & Development,Manufacturing Director,2,Travel_Rarely,No,14495,15,0,4,2,12,12,6,3,2,5,2,1,3,4,2,3,80,1,Y,No
1011,47,Female,Single,3,Marketing,Sales,Manager,1,Travel_Rarely,Yes,13028,16,1,1,1,5,0,0,0,0,0,1,4,1,2,3,3,80,1,Y,Yes
1012,53,Female,Single,1,Medical,Human Resources,Manager,2,Non-Travel,Yes,10740,19,1,18,2,4,4,4,3,4,0,1,2,2,2,4,3,80,1,Y,Yes
1013,22,Female,Married,2,Life Sciences,Human Resources,Manager,2,Travel_Rarely,Yes,20000,13,3,4,4,14,5,4,1,4,1,1,2,3,3,4,3,80,1,Y,No
1014,26,Female,Single,3,Life Sciences,Sales,Sales Representative,2,Travel_Rarely,No,8058,22,0,23,4,18,1,1,1,1,5,2,1,4,3,2,3,80,1,Y,No
1015,37,Male,Single,4,Life Sciences,Research & Development,Healthcare Representative,4,Travel_Rarely,No,9556,13,0,16,3,13,2,2,0,0,0,1,4,3,3,3,3,80,1,Y,No
1016,34,Male,Single,3,Other,Human Resources,Human Resources,4,Travel_Rarely,No,7965,24,1,4,3,10,4,4,1,4,0,1,1,3,4,4,3,80,1,Y,Yes
1017,54,Male,Divorced,3,Medical,Sales,Sales Representative,2,Travel_Rarely,No,7219,21,0,7,1,15,12,0,0,1,2,3,3,4,4,3,3,80,1,Y,No
1018,38,Female,Single,2,Human Resources,Research & Development,Manufacturing Director,2,Travel_Rarely,No,6226,16,1,1,3,18,18,2,0,4,3,3,3,4,2,3,3,80,1,Y,No
1019,49,Female,Single,3,Human Resources,Human Resources,Human Resources,3,Travel_Frequently,No,3873,21,0,2,3,14,6,0,0,6,1,1,2,2,3,3,4,80,1,Y,No
1020,18,Male,Married,3,Technical Degree,Sales,Sales Representative,3,Travel_Rarely,No,2326,18,1,11,1,14,3,3,1,1,3,3,4,1,3,3,4,80,1,Y,No
1021,44,Female,Married,2,Medical,Research & Development,Manufacturing Director,1,Travel_Rarely,No,4544,15,1,10,3,13,2,2,0,2,3,3,1,2,1,3,3,80,1,Y,No
1022,30,Male,Single,3,Life Sciences,Sales,Sales Executive,1,Travel_Rarely,No,6901,24,0,3,1,28,28,1,1,0,2,4,3,3,3,2,3,80,1,Y,No
1023,30,Female,Divorced,3,Life Sciences,Human Resources,Human Resources,4,Travel_Rarely,Yes,5132,11,0,14,1,28,28,1,0,14,6,3,3,4,2,3,3,80,1,Y,No
1024,34,Male,Married,2,Medical,Human Resources,Manager,1,Non-Travel,No,2593,13,0,2,4,18,18,4,2,0,0,2,2,1,4,4,3,80,1,Y,Yes
1025,24,Male,Married,3,Life Sciences,Human Resources,Manager,2,Travel_Rarely,No,4449,23,0,5,1,22,10,5,1,2,1,3,1,1,2,4,3,80,1,Y,No
1026,40,Male,Single,3,Life Sciences,Research & Development,Laboratory Technician,3,Travel_Rarely,Yes,4312,18,1,5,6,10,2,2,0,2,4,3,4,4,3,3,3,80,1,Y,No
1027,38,Male,Married,4,Medical,Human Resources,Manager,1,Travel_Rarely,No,4734,14,1,3,4,11,11,11,0,6,6,2,4,3,4,3,4,80,1,Y,No
1028,39,Male,Divorced,1,Human Resources,Research & Development,Research Scientist,3,Travel_Frequently,No,6598,19,0,27,2,6,3,3,1,0,3,4,1,4,2,3,4,80,1,Y,No
1029,44,Female,Single,4,Technical Degree,Research & Development,Manufacturing Director,4,Non-Travel,No,7508,23,0,10,1,3,2,2,1,2,5,2,2,3,3,2,3,80,1,Y,No
1030,50,Male,Married,1,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,Yes,3640,16,0,6,4,9,9,1,1,1,3,4,4,3,2,4,3,80,1,Y,Yes
1031,33,Female,Single,2,Human Resources,Sales,Manager,4,Travel_Rarely,No,8854,20,1,6,6,20,0,0,0,0,2,3,1,2,3,2,3,80,1,Y,No
1032,41,Male,Divorced,3,Marketing,Research & Development,Laboratory Technician,1,Travel_Rarely,No,9691,14,0,1,6,15,0,0,0,0,3,3,3,2,3,3,3,80,1,Y,No
1033,39,Male,Single,3,Marketing,Sales,Manager,3,Travel_Rarely,Yes,5956,14,1,4,2,17,4,2,0,0,3,3,3,3,1,3,3,80,1,Y,No
1034,40,Female,Divorced,5,Life Sciences,Sales,Sales Executive,3,Travel_Rarely,No,7323,20,1,10,5,18,4,4,4,4,3,3,2,3,3,3,3,80,1,Y,No
1035,40,Male,Single,3,Marketing,Sales,Sales Executive,2,Non-Travel,No,8870,15,1,23,2,28,15,0,0,6,2,3,3,1,3,3,3,80,1,Y,Yes
1036,51,Male,Married,3,Marketing,Research & Development,Research Scientist,1,Travel_Frequently,Yes,2543,23,1,15,4,11,0,0,0,0,0,4,4,4,3,3,3,80,1,Y,No
1037,32,Male,Married,5,Medical,Research & Development,Manufacturing Director,2,Travel_Frequently,Yes,9254,17,2,3,2,7,0,0,0,0,5,3,3,2,4,3,3,80,1,Y,Yes
1038,23,Male,Single,3,Life Sciences,Research & Development,Healthcare Representative,4,Travel_Rarely,Yes,3059,24,2,5,2,14,1,1,1,1,3,4,4,3,3,2,4,80,1,Y,Yes
1039,30,Male,Married,2,Technical Degree,Sales,Manager,2,Travel_Rarely,No,3243,22,1,1,5,16,0,0,0,0,1,4,3,2,3,4,3,80,1,Y,No
1040,43,Male,Married,3,Human Resources,Research & Development,Research Scientist,2,Travel_Rarely,Yes,5529,17,0,1,1,10,0,0,0,0,5,4,3,4,3,4,3,80,1,Y,Yes
1041,37,Male,Single,5,Technical Degree,Research & Development,Healthcare Representative,4,Travel_Rarely,No,1357,23,2,5,3,7,7,6,3,7,3,3,1,2,3,3,3,80,1,Y,No
1042,32,Male,Divorced,3,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,No,5460,20,0,6,2,12,3,3,0,2,3,3,4,4,2,3,3,80,1,Y,No
1043,27,Female,Single,3,Medical,Research & Development,Healthcare Representative,2,Travel_Rarely,No,8857,17,1,2,2,15,10,3,2,10,1,1,2,1,4,3,3,80,1,Y,No
1044,38,Male,Married,4,Life Sciences,Research & Development,Manager,4,Travel_Rarely,No,1830,15,1,9,1,34,34,0,0,6,2,3,2,3,2,3,3,80,1,Y,No
1045,42,Female,Single,3,Marketing,Human Resources,Human Resources,4,Travel_Rarely,No,9446,22,2,10,1,7,7,1,0,7,4,2,4,3,2,3,3,80,1,Y,No
1046,39,Male,Single,4,Technical Degree,Research & Development,Healthcare Representative,2,Travel_Rarely,No,3231,23,2,3,3,0,0,0,0,0,1,2,4,2,3,2,3,80,1,Y,No
1047,34,Female,Married,2,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,Yes,5564,19,0,12,1,16,0,0,0,0,6,2,4,2,2,3,3,80,1,Y,No
1048,38,Female,Married,2,Other,Sales,Sales Representative,5,Travel_Rarely,No,3525,12,1,2,4,14,14,2,2,8,4,4,2,4,1,3,4,80,1,Y,No
1049,38,Male,Single,3,Medical,Human Resources,Human Resources,1,Travel_Rarely,No,6930,18,0,7,1,28,5,1,1,0,0,4,4,4,2,4,3,80,1,Y,No
1050,38,Female,Married,4,Life Sciences,Sales,Sales Executive,1,Travel_Rarely,No,9090,20,0,14,0,21,12,1,1,12,0,3,3,1,4,3,3,80,1,Y,No
1051,26,Male,Single,3,Life Sciences,Human Resources,Manager,2,Travel_Rarely,Yes,7246,18,0,6,2,13,13,4,0,1,3,3,4,2,1,3,3,80,1,Y,No
