EmployeeNumber,Age,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,BusinessTravel,OverTime,MonthlyIncome,PercentSalaryHike,StockOptionLevel,DistanceFromHome,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,JobInvolvement,PerformanceRating,Attrition,AttritionBinary,AgeBand,SalaryBand,TenureBand,JobSatisfactionLabel,WLBLabel,RiskScore,RiskCategory
766,18,Male,Married,3,Life Sciences,Research & Development,Laboratory Technician,3,Travel_Rarely,Yes,5977,11,1,6,3,19,7,0,0,0,3,1,4,4,3,3,4,No,0,18-25,Mid (3-6K),6-10 yrs,1-Low,4-Best,2,Medium Risk
767,42,Male,Divorced,2,Life Sciences,Research & Development,Manufacturing Director,3,Travel_Rarely,Yes,8414,20,0,18,0,3,3,2,0,3,5,1,1,1,1,1,4,Yes,1,36-45,High (6-10K),3-5 yrs,1-Low,1-Bad,5,High Risk
768,39,Male,Single,1,Human Resources,Human Resources,Manager,2,Travel_Frequently,Yes,4977,12,0,14,3,17,3,0,0,3,5,4,2,4,4,3,3,No,0,36-45,Mid (3-6K),3-5 yrs,4-Very High,4-Best,2,Medium Risk
769,40,Male,Single,3,Other,Research & Development,Manager,4,Travel_Rarely,No,4723,16,0,29,2,15,8,1,1,7,4,1,2,3,3,2,3,Yes,1,36-45,Mid (3-6K),6-10 yrs,1-Low,3-Better,3,Medium Risk
770,38,Female,Divorced,1,Medical,Research & Development,Laboratory Technician,3,Travel_Frequently,No,12058,16,1,1,3,14,3,3,0,3,1,1,4,1,3,4,3,No,0,36-45,Very High (>10K),3-5 yrs,1-Low,1-Bad,2,Medium Risk
771,38,Male,Single,5,Medical,Sales,Sales Representative,4,Travel_Frequently,No,8810,19,0,2,0,6,2,2,2,2,2,2,2,3,2,2,3,No,0,36-45,High (6-10K),0-2 yrs,2-Medium,3-Better,3,Medium Risk
772,45,Female,Married,2,Technical Degree,Research & Development,Healthcare Representative,4,Travel_Rarely,No,5274,20,0,1,4,16,12,10,4,3,6,1,3,3,1,3,3,No,0,36-45,Mid (3-6K),10+ yrs,1-Low,3-Better,2,Medium Risk
773,41,Female,Married,3,Marketing,Sales,Sales Representative,1,Travel_Frequently,No,4359,25,1,12,3,13,0,0,0,0,5,4,1,3,1,4,3,No,0,36-45,Mid (3-6K),0-2 yrs,4-Very High,3-Better,1,Low Risk
774,46,Female,Single,3,Life Sciences,Research & Development,Research Scientist,3,Travel_Rarely,Yes,1764,14,0,1,4,26,7,4,4,1,1,3,2,2,1,4,3,No,0,46-60,Low (<3K),6-10 yrs,3-High,2-Good,3,Medium Risk
775,38,Male,Single,3,Medical,Research & Development,Manager,2,Travel_Rarely,No,5971,18,0,1,2,6,2,2,2,1,3,3,2,2,4,4,3,No,0,36-45,Mid (3-6K),0-2 yrs,3-High,2-Good,3,Medium Risk
776,34,Female,Divorced,4,Medical,Sales,Sales Representative,4,Travel_Frequently,No,4556,14,1,7,2,21,0,0,0,0,6,4,4,4,4,3,3,No,0,26-35,Mid (3-6K),0-2 yrs,4-Very High,4-Best,1,Low Risk
777,38,Female,Married,3,Life Sciences,Sales,Sales Executive,3,Travel_Rarely,Yes,6852,13,0,4,1,3,1,1,0,1,4,3,4,2,4,4,3,Yes,1,36-45,High (6-10K),0-2 yrs,3-High,2-Good,4,High Risk
778,29,Female,Married,1,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,No,8223,14,1,11,4,9,6,2,1,0,0,2,4,3,3,3,3,No,0,26-35,High (6-10K),6-10 yrs,2-Medium,3-Better,1,Low Risk
779,33,Female,Divorced,4,Marketing,Research & Development,Manager,4,Travel_Rarely,No,10298,11,1,6,3,8,8,8,4,1,4,4,4,3,3,4,4,No,0,26-35,Very High (>10K),6-10 yrs,4-Very High,3-Better,0,Low Risk
780,38,Male,Single,1,Life Sciences,Research & Development,Manufacturing Director,3,Travel_Frequently,Yes,6016,19,0,4,2,7,0,0,0,0,5,2,1,1,1,3,4,No,0,36-45,High (6-10K),0-2 yrs,2-Medium,1-Bad,5,High Risk
781,38,Female,Single,3,Life Sciences,Research & Development,Laboratory Technician,5,Travel_Rarely,Yes,2623,21,0,4,4,9,0,0,0,0,1,2,4,3,1,4,3,No,0,36-45,Low (<3K),0-2 yrs,2-Medium,3-Better,4,High Risk
782,36,Female,Married,4,Life Sciences,Research & Development,Manager,1,Travel_Rarely,No,1353,25,1,18,1,22,16,4,0,13,3,3,3,3,4,3,3,No,0,36-45,Low (<3K),10+ yrs,3-High,3-Better,1,Low Risk
783,24,Male,Married,2,Life Sciences,Sales,Sales Executive,4,Travel_Rarely,Yes,2996,15,0,4,3,14,0,0,0,0,6,4,4,3,1,2,3,No,0,18-25,Low (<3K),0-2 yrs,4-Very High,3-Better,3,Medium Risk
784,42,Male,Married,3,Technical Degree,Research & Development,Manufacturing Director,3,Travel_Frequently,No,10939,17,2,3,2,20,15,2,2,1,6,4,1,3,3,2,3,No,0,36-45,Very High (>10K),10+ yrs,4-Very High,3-Better,0,Low Risk
785,44,Female,Divorced,1,Medical,Sales,Manager,2,Travel_Rarely,Yes,14677,13,0,3,2,11,1,1,1,1,6,4,4,3,3,4,3,Yes,1,36-45,Very High (>10K),0-2 yrs,4-Very High,3-Better,3,Medium Risk
786,51,Male,Divorced,4,Technical Degree,Human Resources,Human Resources,3,Travel_Rarely,No,4261,15,1,1,2,21,9,0,0,8,2,4,1,2,3,4,3,No,0,46-60,Mid (3-6K),6-10 yrs,4-Very High,2-Good,1,Low Risk
787,40,Female,Single,3,Medical,Research & Development,Manager,3,Travel_Rarely,No,2045,23,2,17,3,12,2,2,2,2,4,4,2,4,4,3,4,No,0,36-45,Low (<3K),0-2 yrs,4-Very High,4-Best,2,Medium Risk
788,37,Male,Single,2,Medical,Research & Development,Healthcare Representative,3,Travel_Rarely,No,3330,20,1,1,4,13,13,10,0,4,1,4,1,2,2,3,3,No,0,36-45,Mid (3-6K),10+ yrs,4-Very High,2-Good,1,Low Risk
789,27,Male,Divorced,3,Medical,Research & Development,Research Scientist,1,Travel_Rarely,No,9727,24,0,21,2,19,8,0,0,0,1,1,1,4,4,4,3,No,0,26-35,High (6-10K),6-10 yrs,1-Low,4-Best,3,Medium Risk
790,50,Female,Married,3,Life Sciences,Human Resources,Human Resources,3,Travel_Rarely,No,3447,14,1,2,1,22,3,3,0,0,0,2,3,3,3,2,3,No,0,46-60,Mid (3-6K),3-5 yrs,2-Medium,3-Better,1,Low Risk
791,39,Female,Single,3,Medical,Sales,Sales Executive,3,Travel_Rarely,No,6998,17,1,20,5,16,0,0,0,0,2,3,4,4,4,2,3,No,0,36-45,High (6-10K),0-2 yrs,3-High,4-Best,2,Medium Risk
792,38,Female,Divorced,2,Medical,Research & Development,Research Scientist,4,Travel_Rarely,No,5437,15,1,14,1,17,9,3,2,0,6,3,4,3,4,3,3,No,0,36-45,Mid (3-6K),6-10 yrs,3-High,3-Better,0,Low Risk
793,34,Female,Married,3,Other,Research & Development,Laboratory Technician,2,Travel_Rarely,Yes,7525,12,0,7,4,21,6,1,1,1,1,1,2,2,1,2,3,Yes,1,26-35,High (6-10K),6-10 yrs,1-Low,2-Good,4,High Risk
794,34,Female,Married,4,Human Resources,Research & Development,Manager,2,Travel_Rarely,Yes,14629,13,1,9,1,8,0,0,0,0,2,2,1,4,2,3,3,No,0,26-35,Very High (>10K),0-2 yrs,2-Medium,4-Best,3,Medium Risk
795,43,Male,Single,3,Life Sciences,Sales,Manager,1,Travel_Rarely,No,7001,18,0,3,2,5,0,0,0,0,3,2,2,1,4,3,3,No,0,36-45,High (6-10K),0-2 yrs,2-Medium,1-Bad,4,High Risk
796,27,Female,Married,2,Life Sciences,Human Resources,Manager,3,Travel_Rarely,No,5367,13,0,7,4,13,11,1,1,9,5,3,4,2,2,4,3,No,0,26-35,Mid (3-6K),10+ yrs,3-High,2-Good,2,Medium Risk
797,51,Male,Married,4,Marketing,Human Resources,Human Resources,2,Travel_Rarely,No,15631,25,1,3,7,24,2,0,0,1,4,4,1,2,2,1,3,No,0,46-60,Very High (>10K),0-2 yrs,4-Very High,2-Good,2,Medium Risk
798,49,Female,Single,2,Life Sciences,Research & Development,Research Scientist,2,Travel_Rarely,No,6061,17,0,4,1,13,7,0,0,0,1,4,3,4,3,2,3,No,0,46-60,High (6-10K),6-10 yrs,4-Very High,4-Best,1,Low Risk
799,33,Male,Married,3,Life Sciences,Research & Development,Research Scientist,3,Travel_Rarely,No,3054,15,1,13,1,16,4,0,0,4,3,4,1,3,3,2,3,Yes,1,26-35,Mid (3-6K),3-5 yrs,4-Very High,3-Better,0,Low Risk
800,29,Female,Married,3,Life Sciences,Human Resources,Manager,1,Travel_Rarely,No,7424,17,2,2,1,13,13,0,0,1,0,4,3,3,3,3,3,No,0,26-35,High (6-10K),10+ yrs,4-Very High,3-Better,0,Low Risk
801,18,Male,Divorced,3,Life Sciences,Research & Development,Manager,4,Travel_Rarely,No,6428,20,2,16,4,17,17,0,0,8,2,3,1,3,3,2,3,No,0,18-25,High (6-10K),10+ yrs,3-High,3-Better,1,Low Risk
802,25,Male,Divorced,3,Medical,Sales,Sales Executive,2,Travel_Rarely,Yes,4085,19,1,4,3,40,40,3,3,2,5,2,1,3,3,2,3,No,0,18-25,Mid (3-6K),10+ yrs,2-Medium,3-Better,2,Medium Risk
803,43,Male,Single,3,Medical,Research & Development,Laboratory Technician,5,Non-Travel,No,3602,17,1,6,0,15,1,1,1,1,3,2,2,4,3,3,3,No,0,36-45,Mid (3-6K),0-2 yrs,2-Medium,4-Best,2,Medium Risk
804,39,Male,Married,3,Other,Research & Development,Healthcare Representative,1,Travel_Rarely,No,4109,24,0,25,3,18,13,0,0,1,2,3,2,3,4,2,3,No,0,36-45,Mid (3-6K),10+ yrs,3-High,3-Better,2,Medium Risk
805,41,Male,Married,3,Life Sciences,Research & Development,Laboratory Technician,2,Non-Travel,No,3571,16,1,10,2,2,2,0,0,2,6,1,2,4,2,2,3,No,0,36-45,Mid (3-6K),0-2 yrs,1-Low,4-Best,2,Medium Risk
806,20,Male,Divorced,4,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,No,4190,22,0,9,2,6,6,5,0,1,6,3,3,2,1,3,3,Yes,1,18-25,Mid (3-6K),6-10 yrs,3-High,2-Good,2,Medium Risk
807,33,Female,Married,3,Medical,Human Resources,Human Resources,3,Travel_Rarely,No,2964,23,0,11,2,4,4,0,0,4,5,3,1,2,2,4,3,No,0,26-35,Low (<3K),3-5 yrs,3-High,2-Good,2,Medium Risk
808,49,Male,Single,2,Life Sciences,Human Resources,Human Resources,1,Travel_Frequently,No,6196,11,1,22,3,22,0,0,0,0,2,2,1,3,4,3,3,No,0,46-60,High (6-10K),0-2 yrs,2-Medium,3-Better,3,Medium Risk
809,36,Male,Married,1,Other,Research & Development,Research Scientist,2,Travel_Rarely,Yes,5923,14,0,2,3,18,18,0,0,1,1,4,2,3,1,4,3,No,0,36-45,Mid (3-6K),10+ yrs,4-Very High,3-Better,2,Medium Risk
810,25,Female,Single,1,Life Sciences,Sales,Sales Executive,4,Travel_Rarely,Yes,6045,18,0,8,2,13,0,0,0,0,2,3,4,3,3,4,3,No,0,18-25,High (6-10K),0-2 yrs,3-High,3-Better,3,Medium Risk
811,35,Male,Single,5,Other,Human Resources,Manager,1,Non-Travel,No,4734,11,1,4,1,25,8,0,0,2,3,2,3,3,3,2,3,Yes,1,26-35,Mid (3-6K),6-10 yrs,2-Medium,3-Better,1,Low Risk
812,30,Female,Married,5,Medical,Research & Development,Laboratory Technician,3,Travel_Rarely,No,4417,16,0,1,4,13,10,1,1,3,0,3,4,2,4,3,4,No,0,26-35,Mid (3-6K),6-10 yrs,3-High,2-Good,2,Medium Risk
813,40,Male,Divorced,1,Technical Degree,Sales,Sales Executive,3,Travel_Rarely,Yes,11674,12,0,1,3,15,11,6,1,4,1,3,2,3,4,3,3,No,0,36-45,Very High (>10K),10+ yrs,3-High,3-Better,2,Medium Risk
814,37,Female,Single,3,Medical,Human Resources,Manager,1,Travel_Rarely,No,5117,25,0,3,1,4,1,0,0,0,4,2,2,3,4,3,3,No,0,36-45,Mid (3-6K),0-2 yrs,2-Medium,3-Better,3,Medium Risk
815,41,Male,Married,2,Human Resources,Human Resources,Human Resources,3,Non-Travel,Yes,10490,23,1,7,1,13,4,4,2,0,0,1,1,2,1,3,4,No,0,36-45,Very High (>10K),3-5 yrs,1-Low,2-Good,3,Medium Risk
816,26,Male,Single,5,Medical,Research & Development,Manager,2,Travel_Frequently,No,2703,19,1,19,1,12,12,1,0,11,3,3,3,3,1,3,3,No,0,26-35,Low (<3K),10+ yrs,3-High,3-Better,1,Low Risk
817,32,Female,Divorced,2,Medical,Research & Development,Laboratory Technician,2,Travel_Rarely,No,6998,18,1,14,3,2,2,2,2,1,1,4,3,2,1,4,3,No,0,26-35,High (6-10K),0-2 yrs,4-Very High,2-Good,2,Medium Risk
818,46,Male,Married,3,Medical,Research & Development,Research Scientist,2,Travel_Rarely,No,3162,19,0,7,1,11,4,0,0,1,5,3,4,3,2,4,3,No,0,46-60,Mid (3-6K),3-5 yrs,3-High,3-Better,1,Low Risk
819,24,Female,Single,2,Technical Degree,Sales,Sales Representative,4,Travel_Frequently,Yes,3520,19,1,1,1,13,2,0,0,2,5,4,4,2,2,2,4,No,0,18-25,Mid (3-6K),0-2 yrs,4-Very High,2-Good,3,Medium Risk
820,27,Male,Single,3,Human Resources,Research & Development,Laboratory Technician,1,Travel_Rarely,No,3838,24,1,3,4,6,4,3,1,1,2,4,2,4,2,2,3,No,0,26-35,Mid (3-6K),3-5 yrs,4-Very High,4-Best,0,Low Risk
821,38,Female,Married,2,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Rarely,No,3696,23,0,4,4,15,15,0,0,5,6,1,2,3,1,2,4,No,0,36-45,Mid (3-6K),10+ yrs,1-Low,3-Better,2,Medium Risk
822,39,Female,Single,3,Life Sciences,Sales,Manager,3,Travel_Rarely,No,3707,12,0,8,2,9,4,4,1,2,0,3,1,2,4,3,3,No,0,36-45,Mid (3-6K),3-5 yrs,3-High,2-Good,2,Medium Risk
823,32,Male,Single,3,Life Sciences,Research & Development,Manager,1,Travel_Rarely,No,10202,12,1,1,2,5,5,2,2,5,1,2,2,3,4,3,3,No,0,26-35,Very High (>10K),3-5 yrs,2-Medium,3-Better,1,Low Risk
824,34,Female,Married,3,Life Sciences,Research & Development,Healthcare Representative,4,Travel_Rarely,No,5050,19,1,6,0,16,3,3,0,1,4,2,4,4,3,3,3,No,0,26-35,Mid (3-6K),3-5 yrs,2-Medium,4-Best,1,Low Risk
825,41,Male,Married,1,Technical Degree,Research & Development,Healthcare Representative,2,Travel_Frequently,No,5625,12,1,20,5,14,4,0,0,0,6,3,1,3,4,4,3,No,0,36-45,Mid (3-6K),3-5 yrs,3-High,3-Better,1,Low Risk
826,44,Female,Married,3,Life Sciences,Human Resources,Human Resources,2,Travel_Frequently,Yes,3735,14,0,11,3,24,0,0,0,0,4,3,4,4,1,2,3,No,0,36-45,Mid (3-6K),0-2 yrs,3-High,4-Best,3,Medium Risk
827,27,Female,Single,4,Medical,Research & Development,Laboratory Technician,3,Travel_Rarely,No,8218,12,1,14,0,8,2,2,2,1,4,1,3,2,1,2,3,No,0,26-35,High (6-10K),0-2 yrs,1-Low,2-Good,3,Medium Risk
828,40,Male,Married,4,Marketing,Research & Development,Manufacturing Director,1,Travel_Rarely,No,6081,11,0,10,5,11,4,4,4,2,5,4,3,4,2,4,4,No,0,36-45,High (6-10K),3-5 yrs,4-Very High,4-Best,1,Low Risk
829,50,Male,Married,4,Technical Degree,Research & Development,Manufacturing Director,3,Travel_Rarely,No,4083,22,0,2,2,12,7,1,1,6,1,4,1,3,4,3,3,No,0,46-60,Mid (3-6K),6-10 yrs,4-Very High,3-Better,1,Low Risk
830,35,Female,Single,3,Medical,Research & Development,Research Scientist,4,Travel_Rarely,Yes,1899,23,0,1,4,8,4,4,1,4,0,4,3,2,3,3,4,No,0,26-35,Low (<3K),3-5 yrs,4-Very High,2-Good,3,Medium Risk
831,27,Female,Married,3,Life Sciences,Sales,Manager,1,Travel_Rarely,Yes,5595,21,2,15,3,2,2,2,1,2,2,2,3,3,4,3,3,No,0,26-35,Mid (3-6K),0-2 yrs,2-Medium,3-Better,3,Medium Risk
832,26,Female,Single,3,Other,Research & Development,Manager,2,Travel_Rarely,No,6942,24,1,10,1,14,3,3,3,1,0,4,2,4,2,3,3,No,0,26-35,High (6-10K),3-5 yrs,4-Very High,4-Best,0,Low Risk
833,35,Female,Divorced,2,Life Sciences,Sales,Sales Representative,1,Travel_Rarely,No,2731,20,1,7,2,29,1,1,1,1,2,2,2,4,4,4,3,No,0,26-35,Low (<3K),0-2 yrs,2-Medium,4-Best,2,Medium Risk
834,46,Male,Married,3,Marketing,Sales,Manager,3,Travel_Rarely,No,4116,17,1,1,2,18,18,2,2,0,0,1,1,3,2,3,3,No,0,46-60,Mid (3-6K),10+ yrs,1-Low,3-Better,1,Low Risk
835,36,Female,Married,2,Life Sciences,Research & Development,Healthcare Representative,1,Travel_Rarely,No,6783,22,0,8,2,26,5,0,0,5,0,4,3,2,3,1,3,No,0,36-45,High (6-10K),3-5 yrs,4-Very High,2-Good,2,Medium Risk
836,38,Female,Single,1,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,No,1914,21,1,1,1,18,0,0,0,0,1,3,2,3,4,2,3,No,0,36-45,Low (<3K),0-2 yrs,3-High,3-Better,1,Low Risk
837,28,Male,Single,1,Human Resources,Human Resources,Manager,2,Travel_Rarely,Yes,3329,15,1,1,1,9,0,0,0,0,4,3,3,2,4,4,3,No,0,26-35,Mid (3-6K),0-2 yrs,3-High,2-Good,3,Medium Risk
838,45,Male,Married,2,Marketing,Research & Development,Manager,2,Travel_Rarely,No,6161,13,0,3,3,25,25,0,0,2,6,3,3,1,4,3,3,No,0,36-45,High (6-10K),10+ yrs,3-High,1-Bad,2,Medium Risk
839,26,Female,Married,3,Life Sciences,Research & Development,Healthcare Representative,1,Travel_Frequently,No,9537,18,0,5,5,19,1,1,0,0,4,1,2,3,1,4,4,No,0,26-35,High (6-10K),0-2 yrs,1-Low,3-Better,3,Medium Risk
840,32,Female,Single,3,Medical,Research & Development,Healthcare Representative,5,Travel_Frequently,No,18241,15,0,1,1,11,11,8,4,2,4,3,3,4,3,3,3,Yes,1,26-35,Very High (>10K),10+ yrs,3-High,4-Best,1,Low Risk
841,42,Male,Single,3,Medical,Sales,Sales Representative,2,Travel_Rarely,No,15917,11,0,1,2,14,0,0,0,0,6,2,2,3,4,3,3,No,0,36-45,Very High (>10K),0-2 yrs,2-Medium,3-Better,3,Medium Risk
842,18,Female,Married,4,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,No,5357,19,0,11,1,17,17,0,0,0,4,3,3,2,2,2,3,No,0,18-25,Mid (3-6K),10+ yrs,3-High,2-Good,2,Medium Risk
843,38,Male,Married,2,Marketing,Sales,Sales Executive,1,Travel_Rarely,No,3675,24,0,7,3,22,14,14,4,1,0,2,1,3,3,4,3,No,0,36-45,Mid (3-6K),10+ yrs,2-Medium,3-Better,2,Medium Risk
844,27,Female,Single,2,Marketing,Human Resources,Human Resources,4,Travel_Rarely,Yes,8551,24,1,6,1,13,5,5,0,5,4,4,1,4,1,3,3,No,0,26-35,High (6-10K),3-5 yrs,4-Very High,4-Best,1,Low Risk
845,37,Male,Married,5,Human Resources,Sales,Sales Representative,2,Travel_Rarely,No,3546,15,0,5,3,0,0,0,0,0,0,3,2,3,1,3,3,No,0,36-45,Mid (3-6K),0-2 yrs,3-High,3-Better,2,Medium Risk
846,33,Male,Married,3,Medical,Research & Development,Healthcare Representative,1,Non-Travel,No,3111,13,0,29,1,14,2,0,0,2,2,3,4,3,3,3,3,No,0,26-35,Mid (3-6K),0-2 yrs,3-High,3-Better,3,Medium Risk
847,55,Male,Married,4,Medical,Sales,Sales Representative,2,Travel_Rarely,No,4092,16,1,1,0,3,3,0,0,0,3,4,1,4,3,3,3,No,0,46-60,Mid (3-6K),3-5 yrs,4-Very High,4-Best,0,Low Risk
848,33,Female,Married,3,Medical,Human Resources,Human Resources,5,Travel_Rarely,Yes,3795,18,0,1,1,21,4,3,3,4,6,3,2,4,2,1,3,No,0,26-35,Mid (3-6K),3-5 yrs,3-High,4-Best,2,Medium Risk
849,53,Male,Married,3,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes,6295,12,2,9,2,4,2,2,1,2,6,1,2,2,2,3,3,No,0,46-60,High (6-10K),0-2 yrs,1-Low,2-Good,4,High Risk
850,42,Female,Single,2,Medical,Research & Development,Research Scientist,1,Travel_Rarely,No,3423,21,1,1,1,1,0,0,0,0,3,1,1,2,3,3,3,No,0,36-45,Mid (3-6K),0-2 yrs,1-Low,2-Good,3,Medium Risk
851,29,Male,Single,4,Human Resources,Sales,Sales Representative,2,Travel_Rarely,No,5172,24,0,8,4,6,6,6,1,0,2,3,4,4,3,2,4,No,0,26-35,Mid (3-6K),6-10 yrs,3-High,4-Best,1,Low Risk
852,39,Female,Married,1,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,No,12797,13,0,7,3,5,5,5,2,4,0,2,3,3,2,4,3,No,0,36-45,Very High (>10K),3-5 yrs,2-Medium,3-Better,2,Medium Risk
853,34,Male,Married,3,Life Sciences,Sales,Sales Executive,3,Travel_Rarely,No,5288,17,0,29,2,9,2,1,0,0,6,3,4,2,4,4,3,No,0,26-35,Mid (3-6K),0-2 yrs,3-High,2-Good,4,High Risk
854,39,Male,Married,3,Medical,Human Resources,Manager,3,Travel_Rarely,Yes,12210,12,0,19,1,4,0,0,0,0,4,2,1,3,1,3,3,No,0,36-45,Very High (>10K),0-2 yrs,2-Medium,3-Better,5,High Risk
855,30,Male,Divorced,3,Life Sciences,Sales,Manager,1,Non-Travel,No,10109,21,0,26,3,36,36,0,0,5,1,2,2,3,3,2,3,No,0,26-35,Very High (>10K),10+ yrs,2-Medium,3-Better,3,Medium Risk
856,52,Male,Divorced,4,Human Resources,Sales,Sales Representative,2,Travel_Rarely,No,7010,21,0,1,2,4,4,2,1,1,0,3,4,4,2,3,4,No,0,46-60,High (6-10K),3-5 yrs,3-High,4-Best,1,Low Risk
857,45,Female,Single,1,Life Sciences,Sales,Manager,1,Travel_Rarely,No,3973,22,0,18,3,9,9,0,0,1,0,4,3,2,3,2,3,No,0,36-45,Mid (3-6K),6-10 yrs,4-Very High,2-Good,3,Medium Risk
858,37,Male,Divorced,3,Marketing,Research & Development,Healthcare Representative,2,Travel_Rarely,No,9175,15,1,1,5,22,4,2,1,0,6,3,2,3,3,4,3,No,0,36-45,High (6-10K),3-5 yrs,3-High,3-Better,0,Low Risk
859,52,Male,Married,3,Life Sciences,Research & Development,Research Scientist,3,Travel_Rarely,No,4230,19,0,9,4,7,0,0,0,0,2,4,3,4,3,3,3,No,0,46-60,Mid (3-6K),0-2 yrs,4-Very High,4-Best,2,Medium Risk
860,37,Male,Single,2,Life Sciences,Sales,Manager,2,Travel_Rarely,No,4908,24,1,11,1,15,2,2,2,0,2,4,4,3,4,4,3,No,0,36-45,Mid (3-6K),0-2 yrs,4-Very High,3-Better,1,Low Risk
861,46,Male,Divorced,4,Technical Degree,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes,5991,17,0,1,2,2,2,1,0,2,1,2,1,2,4,3,3,Yes,1,46-60,Mid (3-6K),0-2 yrs,2-Medium,2-Good,5,High Risk
862,37,Male,Divorced,3,Medical,Research & Development,Manufacturing Director,1,Travel_Rarely,No,4898,24,1,9,5,15,12,3,1,0,4,2,3,4,1,3,3,No,0,36-45,Mid (3-6K),10+ yrs,2-Medium,4-Best,1,Low Risk
863,40,Male,Divorced,3,Life Sciences,Research & Development,Manufacturing Director,4,Travel_Rarely,No,3190,24,0,1,2,20,7,5,1,4,3,4,2,3,3,3,3,No,0,36-45,Mid (3-6K),6-10 yrs,4-Very High,3-Better,1,Low Risk
864,36,Female,Single,5,Life Sciences,Research & Development,Manager,4,Travel_Rarely,Yes,1965,23,1,3,2,22,2,2,0,2,5,4,4,3,2,3,4,No,0,36-45,Low (<3K),0-2 yrs,4-Very High,3-Better,2,Medium Risk
865,37,Male,Single,3,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,No,8738,13,0,22,1,24,24,12,2,3,4,3,3,3,4,4,3,No,0,36-45,High (6-10K),10+ yrs,3-High,3-Better,2,Medium Risk
866,38,Male,Married,4,Life Sciences,Research & Development,Manufacturing Director,1,Travel_Rarely,No,6920,12,1,1,1,16,2,2,0,2,4,4,1,1,3,4,3,No,0,36-45,High (6-10K),0-2 yrs,4-Very High,1-Bad,2,Medium Risk
867,30,Male,Married,4,Medical,Sales,Sales Representative,5,Travel_Rarely,Yes,1750,20,0,1,1,40,40,9,0,4,5,1,2,4,1,3,4,No,0,26-35,Low (<3K),10+ yrs,1-Low,4-Best,3,Medium Risk
868,33,Male,Single,3,Medical,Sales,Sales Executive,2,Travel_Rarely,Yes,3139,19,1,5,2,38,38,1,1,2,5,2,4,3,3,3,3,No,0,26-35,Mid (3-6K),10+ yrs,2-Medium,3-Better,2,Medium Risk
869,35,Female,Divorced,5,Life Sciences,Human Resources,Manager,2,Travel_Rarely,Yes,5472,19,0,17,4,4,1,1,1,1,0,3,4,3,4,3,3,No,0,26-35,Mid (3-6K),0-2 yrs,3-High,3-Better,4,High Risk
870,39,Female,Married,2,Life Sciences,Human Resources,Human Resources,3,Travel_Rarely,No,6409,19,1,1,0,13,2,2,2,2,1,3,2,2,1,2,3,No,0,36-45,High (6-10K),0-2 yrs,3-High,2-Good,2,Medium Risk
871,36,Male,Married,4,Medical,Research & Development,Manager,1,Travel_Rarely,Yes,1976,20,0,3,1,6,4,4,0,4,6,1,3,3,3,2,4,No,0,36-45,Low (<3K),3-5 yrs,1-Low,3-Better,3,Medium Risk
872,47,Male,Married,3,Life Sciences,Sales,Manager,2,Non-Travel,No,4658,13,0,20,3,16,7,0,0,4,0,2,3,4,3,3,3,No,0,46-60,Mid (3-6K),6-10 yrs,2-Medium,4-Best,3,Medium Risk
873,44,Male,Married,4,Medical,Research & Development,Research Scientist,4,Travel_Rarely,No,6793,11,0,1,2,30,5,0,0,0,2,1,1,4,2,2,4,Yes,1,36-45,High (6-10K),3-5 yrs,1-Low,4-Best,2,Medium Risk
874,35,Female,Single,3,Medical,Research & Development,Laboratory Technician,1,Non-Travel,No,3980,19,0,3,5,24,24,3,0,2,5,3,1,4,3,4,3,No,0,26-35,Mid (3-6K),10+ yrs,3-High,4-Best,1,Low Risk
875,49,Female,Divorced,4,Life Sciences,Sales,Sales Representative,3,Travel_Rarely,Yes,5730,17,1,13,1,22,9,1,1,2,3,4,3,3,1,2,3,No,0,46-60,Mid (3-6K),6-10 yrs,4-Very High,3-Better,1,Low Risk
876,53,Female,Married,5,Life Sciences,Sales,Sales Representative,2,Travel_Rarely,Yes,3668,12,3,7,1,1,1,1,1,1,6,4,2,3,4,3,3,No,0,46-60,Mid (3-6K),0-2 yrs,4-Very High,3-Better,2,Medium Risk
877,18,Male,Single,3,Life Sciences,Research & Development,Healthcare Representative,5,Travel_Rarely,No,8480,16,0,16,5,10,0,0,0,0,1,3,2,3,4,3,3,No,0,18-25,High (6-10K),0-2 yrs,3-High,3-Better,3,Medium Risk
